,clean_tweets,prediction,language,confidence
5166,Sunrise at Borobudur httptcoRbtFTloMq,"('en', 0.6776766180992126)",en,0.6776766180992126
5168,  Napolis in   httpstcoFWTVyPG,"('en', 0.7929112315177917)",en,0.7929112315177917
5176,PapaJPickles but the coach was the reason the player got hit in the face,"('en', 0.9964588284492493)",en,0.9964588284492493
5177,Im at AkzoNobel  International Paint httpstcoHCHquOXYBe,"('en', 0.5466386675834656)",en,0.5466386675834656
5180,ItsTrishuhh yeah and like my personal statement and stuff I needa do that still,"('en', 0.9643181562423706)",en,0.9643181562423706
5182,Diane Keaton is the wce,"('en', 0.9519852995872498)",en,0.9519852995872498
5184,I swear one day I just woke up and school because physically and mentally impossible to handle,"('en', 0.9608457684516907)",en,0.9608457684516907
5185,That aint a stash boy I call  that jean money   httptcoNYUeqfmoG,"('en', 0.6556590795516968)",en,0.6556590795516968
5192,HeatForLife should have gotten Moore ,"('en', 0.9755516648292542)",en,0.9755516648292542
5194,Wind  kmh ENE Barometer  mb Rising Temperature  °C Rain today  mm Humidity ,"('en', 0.7251513004302979)",en,0.7251513004302979
5200,Tooo bored for this shit,"('en', 0.91032475233078)",en,0.91032475233078
5210,“TwerkTeamVines When a song describes you  httpstcokuMLhMYMh” lol word,"('en', 0.5996936559677124)",en,0.5996936559677124
5218,Anyways my neighbors are fighting real bad so he cheated on her and she caught him I feel so bad for her shame on the guy though,"('en', 0.9883397221565247)",en,0.9883397221565247
5219,Im at Design Festa Gallery East amp West  dfgharajuku in   httpstcoFIQIbhvje,"('en', 0.7674202919006348)",en,0.7674202919006348
5224,What happened to my bras ZacCeleste You can be,"('en', 0.8386213779449463)",en,0.8386213779449463
5226,Come on boys,"('en', 0.780064582824707)",en,0.780064582824707
5229,Fuck all you bitches I hate you all,"('en', 0.5882484316825867)",en,0.5882484316825867
5240,MoneyMakinKels so youre saying I cant use a word of slang because you said so,"('en', 0.9203035831451416)",en,0.9203035831451416
5245,nikkiphresh no I was not you started it And I said damn mom lol I popped your ear pimple that one time haha,"('en', 0.9911328554153442)",en,0.9911328554153442
5246,Im really digging this shirt httptcoDOvPTh,"('en', 0.7096939086914062)",en,0.7096939086914062
5249,The panel from left to right CDOSummitUK cswhiteley jlopezvalcarcel shanenorman muirnelaffan httptcohZsLdLhyt,"('en', 0.5421305894851685)",en,0.5421305894851685
5255,ProPepperr hey check out my youtube channel called DaA TV and I promise youll find them funny,"('en', 0.8868155479431152)",en,0.8868155479431152
5261,Smh I swear I wanna say fck school today,"('en', 0.9562395811080933)",en,0.9562395811080933
5264,These Niggas So Fcking Childish In Here Damn,"('en', 0.6323132514953613)",en,0.6323132514953613
5272,cate Ill tell him,"('en', 0.9959463477134705)",en,0.9959463477134705
5273,Why is UMD so dead,"('en', 0.9648471474647522)",en,0.9648471474647522
5275,watching old YouTube videos ,"('en', 0.6999320387840271)",en,0.6999320387840271
5277,BobOngQuotes Texting is fine calling is okay But being with you is the best,"('en', 0.9569292068481445)",en,0.9569292068481445
5283,I love my mother,"('en', 0.8762909173965454)",en,0.8762909173965454
5284,With Indriati Putri at Chatime Living Plaza Pettarani — httpstcoDbwzQydB,"('en', 0.6970752477645874)",en,0.6970752477645874
5290,Good that you shaved yours then  RT MoeMaina Beards are not my thing kusema tu ukweli,"('en', 0.6897224187850952)",en,0.6897224187850952
5297,Im at Demir Malikanesi httpstcoFqgIVuu,"('en', 0.5665881633758545)",en,0.5665881633758545
5300,Stupid hopes my graduation exam date was cancelled ampamp sad that I hear about that when Ive come and took days off from work Argh ,"('en', 0.9985318779945374)",en,0.9985318779945374
5304,Longing for the s,"('en', 0.6980459690093994)",en,0.6980459690093994
5305,  National Museum of History httptcouWwEXPZAg,"('en', 0.6316102743148804)",en,0.6316102743148804
5311,nickjonas I am so excited cant wait for  pm tonight have to watch online since Canada shows it on Monday,"('en', 0.9705817699432373)",en,0.9705817699432373
5314,I already went out and bought you a lamp,"('en', 0.9990164637565613)",en,0.9990164637565613
5322,YESTERDAY   Srinakharinwirot University httptcoATeyMmiw,"('en', 0.5702497363090515)",en,0.5702497363090515
5326,Partray just transferring Thank you though I gotta visit here soon,"('en', 0.9049793481826782)",en,0.9049793481826782
5345, at smanbogor pic — httpstcoxXjvpwrf,"('en', 0.7160056233406067)",en,0.7160056233406067
5349,lewishayward haha its that pia Mia girls princesspiamiap,"('en', 0.791448712348938)",en,0.791448712348938
5353,apparently you cant tag more than  people in a picture on insta ,"('en', 0.9510621428489685)",en,0.9510621428489685
5363,Why is it so hard to find out how girls are feeling like I just dont know if you like me or not ,"('en', 0.9626982808113098)",en,0.9626982808113098
5364,Bled a radiator for the first time today independentwoman success,"('en', 0.8488399386405945)",en,0.8488399386405945
5365,Im at postinho leopoldisney httpstcodyLeUswF,"('en', 0.6552111506462097)",en,0.6552111506462097
5366,“TFLN  Sitting in the library studying  googling how to get laid in the library”,"('en', 0.8896194100379944)",en,0.8896194100379944
5368,I feel so lonely Sometimes I just wish that someone would be by my side and hug me,"('en', 0.9889618158340454)",en,0.9889618158340454
5372,No proper g signal for over a week  no issues when checked Messages come through via gWiFi only httptcoebqpCbcYk o O,"('en', 0.9175084233283997)",en,0.9175084233283997
5374,BuckFilthy People fuck up when they start to listen to other people,"('en', 0.9514221549034119)",en,0.9514221549034119
5379,Work  today HowDoYouKFC,"('en', 0.8379204869270325)",en,0.8379204869270325
5380,Yummy  Rock n´Ribs in Querétaro httpstcoOzWZaHGjK,"('en', 0.5205204486846924)",en,0.5205204486846924
5384,AKD a lot of teams are due a win against the All Blacks but doesnt mean to say  When are they playing ,"('en', 0.9950606822967529)",en,0.9950606822967529
5386,KaikaneBrydson Hey my ebook Living against the odds by jacqueline Achu is on Amazon download your copy Its about my life with lupus,"('en', 0.9768354892730713)",en,0.9768354892730713
5387,JustMoDJ killing it on playersclub salute man,"('en', 0.6280893087387085)",en,0.6280893087387085
5390,her bf ugly asf tbh amp forever on my snapchat feed ,"('en', 0.9074723124504089)",en,0.9074723124504089
5407,I have no clue what it is like to feel,"('en', 0.9937824010848999)",en,0.9937824010848999
5411,Ill put you in the hospital  lay you up for weeks ,"('en', 0.9196252226829529)",en,0.9196252226829529
5412,trinta e sete onedirection for AMAs AOTY,"('en', 0.7837810516357422)",en,0.7837810516357422
5416,Kerala Govt had took a good step to prevent pesticide vegetablecoming good days for keralites,"('en', 0.9915273785591125)",en,0.9915273785591125
5418,SE Woman does not aim to help women but bring out the entrepreneurial capacity that they already… httptcoXlSEfYa,"('en', 0.892922580242157)",en,0.892922580242157
5419,The Time The Leprechaun Came To Life Day  httptcoPDqtLZJ IISuperwomanII humblethepoet,"('en', 0.5148199200630188)",en,0.5148199200630188
5420,Need a snapchat clear out like whoppers,"('en', 0.8312406539916992)",en,0.8312406539916992
5423,NASCARWXMAN RT DerekGeePhoto Ralph Wilson Stadium is under there somewhere httptcopGtMfjQwn,"('en', 0.8573766350746155)",en,0.8573766350746155
5424,Happy Birthday to my beautiful sis AlMcGhee  love you Hope you have had an amazing day because you deserve it ,"('en', 0.9856301546096802)",en,0.9856301546096802
5425,They have all been warned damn fuck bois,"('en', 0.996200680732727)",en,0.996200680732727
5430,Living everydaybt your life on pause,"('en', 0.7063855528831482)",en,0.7063855528831482
5431,Oomf is a party pooper,"('en', 0.9936538934707642)",en,0.9936538934707642
5432,Im at UNPA  uludaguniv in Bursa Türkiye httpstcogvABy,"('en', 0.7073122262954712)",en,0.7073122262954712
5434,AbBrightman are your speeches on tape,"('en', 0.9439314007759094)",en,0.9439314007759094
5440,ESPNStatsInfo Thunder  worst record in the Western Conference PeterOwusu,"('en', 0.8055447936058044)",en,0.8055447936058044
5441,MeownMTVStars Taylor Swift nMTVStars Taylor Swift nMTVStars Taylor Swift httptcodrLvPcFU,"('en', 0.5919666886329651)",en,0.5919666886329651
5451,Gr start to the day havin my nose rubbd in it st thing Even when I tell her how it hurts she keeps going People meh,"('en', 0.971529483795166)",en,0.971529483795166
5458,Once I throw on this bow chicka wow wow ,"('en', 0.8507018685340881)",en,0.8507018685340881
5459,Ive been awake for  hoursi went to sleep at  pm last night to,"('en', 0.9927750825881958)",en,0.9927750825881958
5464,Im at GalleriaKotaraya  galleriajb in Johor Bahru Johor httpstcoUEOADe,"('en', 0.5951504111289978)",en,0.5951504111289978
5469,Im at Energy Fitness WTC in Benito Juárez DF httpstcopfGCnCFq,"('en', 0.6103100180625916)",en,0.6103100180625916
5470,Heat just couldnt keep up offensively,"('en', 0.960731029510498)",en,0.960731029510498
5474, GMT Temperature °C Wind NNW  mph ave  mph gust Humidity  Rain hourly  mm Pressure  hPa falling slowly,"('en', 0.5284286141395569)",en,0.5284286141395569
5475,ewwisperfect this idea is from Amber DeniIsFlawless AlwaysLuvPaola,"('en', 0.9771497249603271)",en,0.9771497249603271
5482,TraceyFromCali Nice name today ,"('en', 0.7381458282470703)",en,0.7381458282470703
5486,Ive never felt so full,"('en', 0.9899389147758484)",en,0.9899389147758484
5488,I love seeing pregnant people stomachs  I dont know why I just do Its just so cute the ones without the stress marks ,"('en', 0.8224160671234131)",en,0.8224160671234131
5489,You know you are close when this happens httptcoifPBOIu,"('en', 0.9006707072257996)",en,0.9006707072257996
5490,nn httptcoXviYa,"('en', 0.5058097839355469)",en,0.5058097839355469
5491,it blows my mind how much girls do for their shitty ass boyfriends lololol,"('en', 0.9611043930053711)",en,0.9611043930053711
5492,Hiiiiiii TheVampsCon and TheVampsJames nChristmas is next month and the only thing I want is your follow make my wish and follow me n,"('en', 0.9138771295547485)",en,0.9138771295547485
5493,Im at Starbucks Coffee  in   httpstcoxWHcJJJtiS,"('en', 0.6805204153060913)",en,0.6805204153060913
5494,Someone recognized the Typhlosion sticker on my car High five random Burger King employee,"('en', 0.811851441860199)",en,0.811851441860199
5496,Beautiful colors inside me calling out your name   Konya Akşehir httptcoACGuqsqW,"('en', 0.6045526266098022)",en,0.6045526266098022
5500,Thanks and I hope you always happy,"('en', 0.9744647145271301)",en,0.9744647145271301
5503,GabytzaBuga HanganuSimona But maybr you will see him after just have hope ,"('en', 0.99451744556427)",en,0.99451744556427
5510, we dont talk anymore Still I hope youre enjoying life ,"('en', 0.8746862411499023)",en,0.8746862411499023
5511,CAT look Go,"('en', 0.9238724708557129)",en,0.9238724708557129
5512,for espn catchingOdellMary,"('en', 0.6581518054008484)",en,0.6581518054008484
5516,Probably because its true,"('en', 0.9985805749893188)",en,0.9985805749893188
5521,Pho sounds so bomb right now,"('en', 0.5353606343269348)",en,0.5353606343269348
5522,I wish I could take a nap while driving,"('en', 0.9381312727928162)",en,0.9381312727928162
5524,You heard it from me first,"('en', 0.9980067014694214)",en,0.9980067014694214
5529,She luhhh the way I do that,"('en', 0.9923431873321533)",en,0.9923431873321533
5533,Gotta check on my lil guy in the morning too,"('en', 0.8689512014389038)",en,0.8689512014389038
5536,Made it to the last day of clinical,"('en', 0.8037983775138855)",en,0.8037983775138855
5538,PamelaEmanuel zachpeee AlmightyOnce stop talking about it ur making it so tempting to listen to,"('en', 0.7458677887916565)",en,0.7458677887916565
5539,All this shit just sayings to you  you dont gaf bout me ,"('en', 0.5336992740631104)",en,0.5336992740631104
5540,Where did I put my license  ,"('en', 0.9799003005027771)",en,0.9799003005027771
5542,shree sashwath BHK Apartment Flat ForSale MiraBhayandarRoad Mumbai Residential PropertynhttptcoTIxuVowbKl,"('en', 0.8953033685684204)",en,0.8953033685684204
5544,PapetheGreat Goodmorning have a good day,"('en', 0.9494056105613708)",en,0.9494056105613708
5549,MichaelSOS nnWhat did the psychiatrist say to the naked mannnWell I can clearly see your nutsnn MICHAEL Follow me nn,"('en', 0.9388304352760315)",en,0.9388304352760315
5551,SO proud of my dear friend ChelsBruns for graduating early while majoring in pre med  love you chels,"('en', 0.5699329376220703)",en,0.5699329376220703
5553,Leave me alone or I will piss in a cup and throw it at you ,"('en', 0.9397903680801392)",en,0.9397903680801392
5555,RickyPure i cri for u  osya Atc first week of April Okay na,"('en', 0.9290375709533691)",en,0.9290375709533691
5560,Yeah got the hint,"('en', 0.8701462745666504)",en,0.8701462745666504
5562,Yay  I cant wait for tomorrow Gonna start recording my wods and my lifts with this This is… httptcoKTqBMkH,"('en', 0.8146194815635681)",en,0.8146194815635681
5564,MathiasBoy love you boo  hope youre doing ok,"('en', 0.7549505829811096)",en,0.7549505829811096
5565,ongielatho But I once saw your tweet saying you have S,"('en', 0.7693594694137573)",en,0.7693594694137573
5566,Sun News  ElizabethMays  truther petition reveals Green Party cranks httptcoppEqhJZoC via SunNewsNetwork JJMcCullough,"('en', 0.6703245043754578)",en,0.6703245043754578
5568,That feel when you carry the whole team on a project,"('en', 0.7093184590339661)",en,0.7093184590339661
5570,Final top  are jcolestarlitobig krit,"('en', 0.8424121737480164)",en,0.8424121737480164
5571,Im at JR   in   httpstcoNgINFviKm,"('en', 0.6427902579307556)",en,0.6427902579307556
5576, nnLukeSOSnLuke Hemmings from SOSnwill you please follow menand make my life x betternI love you so muchnn nnx,"('en', 0.55279940366745)",en,0.55279940366745
5580,planpolarbear  are making their Christmas debut today  RG lostheritage  PLAN PICTURES Studios httptcomtSqoizi,"('en', 0.8302062749862671)",en,0.8302062749862671
5581,LMAOOO kofi  she sati “Treeznvm Shes not pregnant joor Just full off rice”,"('en', 0.7407633066177368)",en,0.7407633066177368
5583,maneuvering thro the trenches for treasures,"('en', 0.8286051154136658)",en,0.8286051154136658
5586,BillisKing think we now know why Wisconsin got rolled Saturday Reminds me of the Rich Rod vs Pitt meltdown Mind was looking elsewhere,"('en', 0.9717957377433777)",en,0.9717957377433777
5589,A journey less than  miles is in total taking me  hours what the hell,"('en', 0.9727398753166199)",en,0.9727398753166199
5592,and any chick you can screw i can get wetterrrrr,"('en', 0.962977945804596)",en,0.962977945804596
5599,“TheBigPapa Does anyone have any cough drops” RT,"('en', 0.9870980978012085)",en,0.9870980978012085
5601,GIMMIEYOCASHHOE but aldridge jumpshot is unguardable,"('en', 0.9359679222106934)",en,0.9359679222106934
5609,Brazilians misses you FifthHarmony httptcoeAcyGx,"('en', 0.6241005659103394)",en,0.6241005659103394
5610,Always wide awake when I should be sleepy,"('en', 0.9314284920692444)",en,0.9314284920692444
5613,LAFungHi  Hollywood Farmers Market httptcoAwUaBcCtCq,"('en', 0.5611405968666077)",en,0.5611405968666077
5616,Morning   Kurayu Bidadari by Al Ghazâlî at My Lovely Home rAyinNight — httpstcowYDQFLSEz,"('en', 0.5520696043968201)",en,0.5520696043968201
5617,Tonight I am rooting for the Eagles to win against the Dallas  Go Eagles,"('en', 0.9611852765083313)",en,0.9611852765083313
5619,RadlySevilla Im feeling weak with my coc Rrr httptcocXHKVogS,"('en', 0.6417425870895386)",en,0.6417425870895386
5620,When you Strokin from the back and she reach under and rub yo balls with her fingers gtgtgtgtgtgtgtgtgtgtgtgtgtgt ,"('en', 0.971028745174408)",en,0.971028745174408
5624,shopping tonight was fab,"('en', 0.9891051054000854)",en,0.9891051054000854
5625,Youre gross,"('en', 0.6658215522766113)",en,0.6658215522766113
5631,Listen to JOb DoNE by Baktu Da DrawinBoard np on SoundCloudnhttpstcomnvsgFwBm,"('en', 0.6089836359024048)",en,0.6089836359024048
5632,pinoyneno “ImIvan Tbh I thought law  sucked”  it did,"('en', 0.954501211643219)",en,0.954501211643219
5633,Bombon,"('en', 0.5126863121986389)",en,0.5126863121986389
5641,CURTMAH rogerkingkade add another  of those that did vote lostallfaith,"('en', 0.8984928131103516)",en,0.8984928131103516
5644,UrbanTouchSaturdays  At Bacchus Lounge Westlands  This And Every Saturday From pm Till Dawn  httptcoHeLEvtt,"('en', 0.5128656029701233)",en,0.5128656029701233
5647,That art major shit ass Shit hella selective I couldnt deal with another semester of it ,"('en', 0.7519401907920837)",en,0.7519401907920837
5648,NW DoraemonnnI miss this,"('en', 0.8341504335403442)",en,0.8341504335403442
5650,aliviaguthrie love you too hope youre home and safe ,"('en', 0.8833514451980591)",en,0.8833514451980591
5656,fluffyguy is coming to El Paso ,"('en', 0.8774120807647705)",en,0.8774120807647705
5658,tveee my mama put a cheeto in my ear,"('en', 0.8370543122291565)",en,0.8370543122291565
5662,lanachan didnt stick around enough to see the sound setup is awful so you can barely hear it unless youre right in front in that crowd,"('en', 0.9836798906326294)",en,0.9836798906326294
5676,Arrived at kualanamukno — httpstcoWrhmGZuze,"('en', 0.856305718421936)",en,0.856305718421936
5677,Im at Degas in São Paulo SP httpstcoxjkgGgIGf,"('en', 0.6245542764663696)",en,0.6245542764663696
5681,My phone is so fuckin slow Like I have g ,"('en', 0.9977055788040161)",en,0.9977055788040161
5682,jaredsinclair yeah thats what I heard Well despite the pain heart appears to be healthy as shit so I guess thats good Ha,"('en', 0.976722776889801)",en,0.976722776889801
5684,Direction httptcoczJQXtlh,"('en', 0.6385132074356079)",en,0.6385132074356079
5687,guys lets add Nashgrier on SNAPCHAT its LIFEOFNASH   Nashgrier please follow me I LOVE YOU lifeofnash httptcochThkBJb,"('en', 0.8010742664337158)",en,0.8010742664337158
5689,justinbieber do u know McBlELHe is our idol and our fan were from Brazil and well love u if u give him any attention JustinWeBegYou ,"('en', 0.9967798590660095)",en,0.9967798590660095
5691,Someone come visit me at work Its gonna be a long slow day,"('en', 0.8175579309463501)",en,0.8175579309463501
5694,Idk why dikes be getting in my face acting like I wont hit them u wanna act like a man Ima treat u like one,"('en', 0.9571536183357239)",en,0.9571536183357239
5695,hockeymayla I was told that god damnit isnt appropriate at the dinner table,"('en', 0.9730153679847717)",en,0.9730153679847717
5699,America lol well I just didnt want anything to come between us since she was awesome but now shes a bitch so I want you now D ,"('en', 0.9981469511985779)",en,0.9981469511985779
5703,kobebryant please play tonite,"('en', 0.926304280757904)",en,0.926304280757904
5706,Im at Panchikawatta httpstcoPpWJnnxBm,"('en', 0.6091434955596924)",en,0.6091434955596924
5709,ViewFromGwladys fucking diabolical Jeffmy players were phenominally shite today Dont get me started on that unique bell end Mason,"('en', 0.9942589998245239)",en,0.9942589998245239
5710,juliesund we will never get anything off Marriner Never have and never will,"('en', 0.9746227860450745)",en,0.9746227860450745
5718,Im at Kartal Birtek Shot Bar httpstcoTVIwAaCgs,"('en', 0.5447322726249695)",en,0.5447322726249695
5724,LukeSOS Hey baby how are you  Can you follow me Pls  nIts my dream nI love you sunshine  x,"('en', 0.9863618612289429)",en,0.9863618612289429
5725,f a guy takes u on dates thats not something for u to be wet over thats something every man should just do for his girl no matter what,"('en', 0.9714996218681335)",en,0.9714996218681335
5726,  Yagmur Dizayn httpstcoZSMemqCR,"('en', 0.5720938444137573)",en,0.5720938444137573
5727,robbmac BenCuth he wanted to originally but being the fine dedicated athlete he is he decided against it I had brownie though,"('en', 0.9967165589332581)",en,0.9967165589332581
5731,“Bayonettes Lil Nigga accidentally steals cup from restaurant  httpstcofrkkLAwAv”,"('en', 0.7135685682296753)",en,0.7135685682296753
5732, someone prank call me,"('en', 0.531454861164093)",en,0.531454861164093
5733,KingBenizle drinking sprite rn httptcoPVDgQJ,"('en', 0.5900695323944092)",en,0.5900695323944092
5739,I miss the conversations,"('en', 0.8411563038825989)",en,0.8411563038825989
5740,In six DAIZ Ill be back in my quaint lil apartment KentuckyHome,"('en', 0.8509339094161987)",en,0.8509339094161987
5741,Im at Telêmaco Borba in Telêmaco Borba PR httpstcoSFHXAVBk,"('en', 0.7245241403579712)",en,0.7245241403579712
5743,Peppermint mocha at StarbucksMy in Klang Selangor httpstcoNqPqfBOIE,"('en', 0.6616262793540955)",en,0.6616262793540955
5745,GregDeSilvaa good looks ink splat tattoo Its disrespectfully located across from third dimension lmaoo,"('en', 0.9929733872413635)",en,0.9929733872413635
5748,tonishadenee you aint learn to much  Try better this year,"('en', 0.9653960466384888)",en,0.9653960466384888
5756,JTMitchell SamStannard SBaileyITFC Bartram CockOrNoCock Im rather alarmed at how good you are at this,"('en', 0.9437076449394226)",en,0.9437076449394226
5757,Assistant Store Manager  WHBM ChestnutHill MA httptcoZLgGguR Retail Job Jobs TweetMyJobs,"('en', 0.7671900987625122)",en,0.7671900987625122
5758,Wind mph N Barometer hPa Rising quickly Temperature °C Rain today mm Forecast Fairly fine improving,"('en', 0.7446874976158142)",en,0.7446874976158142
5762,You wont,"('en', 0.8425820469856262)",en,0.8425820469856262
5765,He stole the Jag just to come and get me,"('en', 0.6675617694854736)",en,0.6675617694854736
5773,Im a slave to all these voices in my head And Im afraid Im afraid of what theyve said Im a slave ,"('en', 0.6305113434791565)",en,0.6305113434791565
5774,The moon is friend for the lonesome to talk to moonlight bangkok Thailand  My Little Place in the… httptcobtrgnHGoZ,"('en', 0.9014266729354858)",en,0.9014266729354858
5779,La Liga is on fire,"('en', 0.9464624524116516)",en,0.9464624524116516
5785,Nobody even came to school,"('en', 0.9966931939125061)",en,0.9966931939125061
5788,“AlfredoFlores justinbieber a messed up foot cant stop you  lets GO httptcoKlJmYtjHLb”,"('en', 0.581924557685852)",en,0.581924557685852
5799,Lol I actually just dropped a class because the syllabus sounded like too much work lazy,"('en', 0.9498897790908813)",en,0.9498897790908813
5804,TwatterLesss SelicaJones myeshiaaxo she is bro Mean asf Idk about the other girl lol,"('en', 0.8794388771057129)",en,0.8794388771057129
5807,Stop talkingposting about the fucking ass eating vine ,"('en', 0.7455947995185852)",en,0.7455947995185852
5811,Cant we all just get along,"('en', 0.9988550543785095)",en,0.9988550543785095
5816,Now that I think about it I should be pissed off But I cant be,"('en', 0.9930036664009094)",en,0.9930036664009094
5823,RT “BiIIMurray I’m suspicious of people who don’t like dogs but I trust a dog when it doesn’t like a person” So true jennnnikay,"('en', 0.7632738351821899)",en,0.7632738351821899
5826,TREND SETTERSnPS nAnother PS Dynamic Theme Coming for Japanese PlayStation Plus Members With Rich Game LineUp httptcodjINosax,"('en', 0.8676714897155762)",en,0.8676714897155762
5827,mommyrunsit SamsClub playoff weekend ,"('en', 0.681093692779541)",en,0.681093692779541
5829,Im at KBS KBS Hall in   httpstcovPqqAWZo httptcoCOUFlmUsb,"('en', 0.6672347187995911)",en,0.6672347187995911
5830,Im at  in   httpstcoIJwuMinfG,"('en', 0.645749568939209)",en,0.645749568939209
5831,Im at Kültür Dersanesi w gocdamla httpstcoxVYGAID,"('en', 0.5260373950004578)",en,0.5260373950004578
5837,ODoyle rules,"('en', 0.8071667551994324)",en,0.8071667551994324
5838,Its In My Blood And Family Its CowboysNation Baby Win Or Lose DallasCowboys CowboysNation… httptcoBklbsTQwb,"('en', 0.6151495575904846)",en,0.6151495575904846
5839,lmao probably wont even get shit ,"('en', 0.9990965127944946)",en,0.9990965127944946
5840,Current mood ,"('en', 0.8410077095031738)",en,0.8410077095031738
5842,after reading through the syllabus for my clay  class the teacher sure sounds like shes gonna be a hard ass ,"('en', 0.9513319730758667)",en,0.9513319730758667
5844,Heartburnacid reflux like CRAZYsmhbeing around my ex too long    maybe  ,"('en', 0.9624824523925781)",en,0.9624824523925781
5845,Jack in the Crack has the best egg rolls evvvva,"('en', 0.9389649033546448)",en,0.9389649033546448
5846,Lips are movin,"('en', 0.9961176514625549)",en,0.9961176514625549
5853,ranjinksss always welcome ate  and i barely see your photos here in twitter yet you should be proud of your beauty ,"('en', 0.940099835395813)",en,0.940099835395813
5856,They make men look so stupid ,"('en', 0.9742056727409363)",en,0.9742056727409363
5857,So ready to work out tonight ,"('en', 0.8491148948669434)",en,0.8491148948669434
5858,Goodafternoon ,"('en', 0.6616327166557312)",en,0.6616327166557312
5865,See you later Pope Francis popefrancisph papalvisit emt doh nch httpstcopHeElUgqr httptcoPeojDdgmc,"('en', 0.5502787828445435)",en,0.5502787828445435
5867,Im mad cause  girls favorite his picture  lol i feel petty but shiidd WHO GONE POP ME,"('en', 0.9454039335250854)",en,0.9454039335250854
5879,Cont He was that guy at the bar in front of the smart balloon Hes short a Lil chubby and wearing nerdy glasses Bastos nya lifedance,"('en', 0.971030592918396)",en,0.971030592918396
5881,Great time in ATL So glad Alina could be apart of allsmiles wedding Couldnt ask for a better… httptcopnxfspa,"('en', 0.7784033417701721)",en,0.7784033417701721
5886,I cant stop laughing ,"('en', 0.7364574670791626)",en,0.7364574670791626
5889,Well that small trauma can take place of my Monday morning panic I cant wait to get out of the house even if it means going to school,"('en', 0.9750730991363525)",en,0.9750730991363525
5894,Im at Starbucks in Kuwait City httpstcoRXohpXkA,"('en', 0.5654319524765015)",en,0.5654319524765015
5895,kkkatiez I almost cry every time I see your snap stories of your puppy,"('en', 0.770426869392395)",en,0.770426869392395
5896,Most productive day of baseball Ive had in awhile,"('en', 0.9944936037063599)",en,0.9944936037063599
5897,“taylorcaniff When this gets k favs Ill start the follow spree So spread the word” LA LA LA LA LA LA,"('en', 0.7224375009536743)",en,0.7224375009536743
5898,camerondallas CAM PLEASE FOLLOW ME I LOVE YOU KISSES FROM ARGENTINA CamsFollowingSpree x,"('en', 0.7609753608703613)",en,0.7609753608703613
5904,Tbt kenz and I picked up a hitchhiker once,"('en', 0.7367029190063477)",en,0.7367029190063477
5908,Federer better not lose right now  gotta get this set ,"('en', 0.8541862368583679)",en,0.8541862368583679
5917,Weezy and Christina Milian did a remix to Drunk In Love ,"('en', 0.9835894703865051)",en,0.9835894703865051
5918,Im at Elvankent Kocatepe Kahve Evi in ankara etimesgut httpstcoIBKwBSHr,"('en', 0.6905551552772522)",en,0.6905551552772522
5922,DomCraik NBThieves boys when are you next coming to Brighton me and Kikivbk want to hook up with you guys for a update ,"('en', 0.7170208692550659)",en,0.7170208692550659
5926,Blocked,"('en', 0.8397824764251709)",en,0.8397824764251709
5927,Gumball photo part  httptcoFQBwKLk,"('en', 0.5954535007476807)",en,0.5954535007476807
5928,waking up keeps getting harder and harder,"('en', 0.9291279315948486)",en,0.9291279315948486
5933,Hey my princenYou can follow menIts my biggest dreamnI love you so muchnO BRASIL TE AMAnjustinbieber x,"('en', 0.6639818549156189)",en,0.6639818549156189
5936,Drafted the big  for my flag team Cole Barber Sam Woodworth and my little brother Ethan futurechamps,"('en', 0.8451122641563416)",en,0.8451122641563416
5941,The worst things in life come free to us,"('en', 0.7948739528656006)",en,0.7948739528656006
5943,“keyairamarie no one knows how to mind their business anymore” on god ‼,"('en', 0.9516786336898804)",en,0.9516786336898804
5949,danaamberhicks BryonyScarlett yeah I havent slept in your new bed yet bagsy over bry ,"('en', 0.5014352798461914)",en,0.5014352798461914
5950,SteveSchlichter Pretty sad when your best candidate is a  to  dog to Hillary Oof nnhttptcoHJBVUvs,"('en', 0.69133460521698)",en,0.69133460521698
5958,Im at Supermercado Maragon httpstcozRmVMUwyxd,"('en', 0.7292661666870117)",en,0.7292661666870117
5962,bink theres a lot of story to get through and the time isnt wasted in my opinion,"('en', 0.988265335559845)",en,0.988265335559845
5963,insecure about everything ,"('en', 0.7597254514694214)",en,0.7597254514694214
5965,Gabut with Sendiri at sbuxindonesia — httpstcorLclVqFr,"('en', 0.6891282200813293)",en,0.6891282200813293
5969,Dont even remember when is the last time I hang out Ahhh,"('en', 0.9681674838066101)",en,0.9681674838066101
5972,Everyone Ive tried calling wont answer ,"('en', 0.9922786355018616)",en,0.9922786355018616
5974,Waking up tomorrow without a worry in the world is gonna feel great,"('en', 0.9626399874687195)",en,0.9626399874687195
5979,I love my people and family,"('en', 0.9862990379333496)",en,0.9862990379333496
5981,after running and swimming lanjut nasi kuning with Rangga at Komplek BTP — httpstcoJnjnMLoOV,"('en', 0.7029796838760376)",en,0.7029796838760376
5989,No color here what so ever ,"('en', 0.8905422687530518)",en,0.8905422687530518
5990, rip to the soldiers httptcoFCrgyFuqII,"('en', 0.7033557891845703)",en,0.7033557891845703
5992,raeboze ImVeryIndian kenziehoneybutt best night ever take me back,"('en', 0.549954891204834)",en,0.549954891204834
